date,pool_id,label,project,chain,symbol,apy_pct,apy_base_pct,apy_reward_pct,tvl_usd_snapshot
2025-04-18,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.588300,2.588300,,771880830.00
2025-04-19,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.525910,2.525910,,771880830.00
2025-04-20,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.473810,2.473810,,771880830.00
2025-04-21,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.592130,2.592130,,771880830.00
2025-04-22,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.393710,2.393710,,771880830.00
2025-04-23,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.324320,2.324320,,771880830.00
2025-04-24,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.313100,2.313100,,771880830.00
2025-04-25,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.285690,2.285690,,771880830.00
2025-04-26,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.700790,2.700790,,771880830.00
2025-04-27,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.852240,2.852240,,771880830.00
2025-04-28,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.857070,2.857070,,771880830.00
2025-04-29,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.791530,2.791530,,771880830.00
2025-04-30,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.806620,2.806620,,771880830.00
2025-05-01,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.960500,2.960500,,771880830.00
2025-05-02,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.861290,2.861290,,771880830.00
2025-05-03,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.950360,2.950360,,771880830.00
2025-05-04,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.141030,3.141030,,771880830.00
2025-05-05,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.975190,2.975190,,771880830.00
2025-05-06,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.261470,3.261470,,771880830.00
2025-05-07,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.048630,3.048630,,771880830.00
2025-05-08,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.127040,3.127040,,771880830.00
2025-05-09,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.248340,3.248340,,771880830.00
2025-05-10,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.290080,3.290080,,771880830.00
2025-05-11,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.342520,3.342520,,771880830.00
2025-05-12,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.598980,3.598980,,771880830.00
2025-05-13,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.716170,3.716170,,771880830.00
2025-05-14,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.662140,3.662140,,771880830.00
2025-05-15,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.694980,3.694980,,771880830.00
2025-05-16,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.806710,3.806710,,771880830.00
2025-05-17,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.854190,3.854190,,771880830.00
2025-05-18,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.878940,3.878940,,771880830.00
2025-05-19,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.982150,3.982150,,771880830.00
2025-05-20,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.922270,3.922270,,771880830.00
2025-05-21,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.806650,3.806650,,771880830.00
2025-05-22,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.612930,3.612930,,771880830.00
2025-05-23,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.910830,3.910830,,771880830.00
2025-05-24,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.953090,3.953090,,771880830.00
2025-05-25,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.126030,4.126030,,771880830.00
2025-05-26,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.854870,3.854870,,771880830.00
2025-05-27,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.828980,3.828980,,771880830.00
2025-05-28,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.888160,3.888160,,771880830.00
2025-05-29,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.030870,4.030870,,771880830.00
2025-05-30,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.749950,3.749950,,771880830.00
2025-05-31,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.889410,3.889410,,771880830.00
2025-06-01,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.851110,3.851110,,771880830.00
2025-06-02,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.892880,3.892880,,771880830.00
2025-06-03,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.895200,3.895200,,771880830.00
2025-06-04,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.185420,4.185420,,771880830.00
2025-06-05,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.370300,4.370300,,771880830.00
2025-06-06,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.483100,4.483100,,771880830.00
2025-06-07,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.268120,4.268120,,771880830.00
2025-06-08,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.200130,4.200130,,771880830.00
2025-06-09,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,5.141910,5.141910,,771880830.00
2025-06-10,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.926080,3.926080,,771880830.00
2025-06-11,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.437920,4.437920,,771880830.00
2025-06-12,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.507840,4.507840,,771880830.00
2025-06-13,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,5.125940,5.125940,,771880830.00
2025-06-14,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,5.104000,5.104000,,771880830.00
2025-06-15,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.547720,4.547720,,771880830.00
2025-06-16,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,2.974540,2.974540,,771880830.00
2025-06-17,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.282090,3.282090,,771880830.00
2025-06-18,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.330680,3.330680,,771880830.00
2025-06-19,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.358540,3.358540,,771880830.00
2025-06-20,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.653330,3.653330,,771880830.00
2025-06-21,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.688760,3.688760,,771880830.00
2025-06-22,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.624090,3.624090,,771880830.00
2025-06-23,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.800690,3.800690,,771880830.00
2025-06-24,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.748710,3.748710,,771880830.00
2025-06-25,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.724630,3.724630,,771880830.00
2025-06-26,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.741090,3.741090,,771880830.00
2025-06-27,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.898300,3.898300,,771880830.00
2025-06-28,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.850360,3.850360,,771880830.00
2025-06-29,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.841420,3.841420,,771880830.00
2025-06-30,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.725290,3.725290,,771880830.00
2025-07-01,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.928970,3.928970,,771880830.00
2025-07-02,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.909920,3.909920,,771880830.00
2025-07-03,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.944930,3.944930,,771880830.00
2025-07-04,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.978380,3.978380,,771880830.00
2025-07-05,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.933040,3.933040,,771880830.00
2025-07-06,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.954220,3.954220,,771880830.00
2025-07-07,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.018270,4.018270,,771880830.00
2025-07-08,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.835870,3.835870,,771880830.00
2025-07-09,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.410850,3.410850,,771880830.00
2025-07-10,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.553320,3.553320,,771880830.00
2025-07-11,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.543320,3.543320,,771880830.00
2025-07-12,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.547100,3.547100,,771880830.00
2025-07-13,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.628780,3.628780,,771880830.00
2025-07-14,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.486580,3.486580,,771880830.00
2025-07-15,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.561400,3.561400,,771880830.00
2025-07-16,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.754820,3.754820,,771880830.00
2025-07-17,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.023590,4.023590,,771880830.00
2025-07-18,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.930630,3.930630,,771880830.00
2025-07-19,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.945750,3.945750,,771880830.00
2025-07-20,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.456040,3.456040,,771880830.00
2025-07-21,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.772740,3.772740,,771880830.00
2025-07-22,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.843260,3.843260,,771880830.00
2025-07-23,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.940720,3.940720,,771880830.00
2025-07-24,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.720730,3.720730,,771880830.00
2025-07-25,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.793420,3.793420,,771880830.00
2025-07-26,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.824310,3.824310,,771880830.00
2025-07-27,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.784150,3.784150,,771880830.00
2025-07-28,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.941680,3.941680,,771880830.00
2025-07-29,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.896110,3.896110,,771880830.00
2025-07-30,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.013480,4.013480,,771880830.00
2025-07-31,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.200970,4.200970,,771880830.00
2025-08-01,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.273810,4.273810,,771880830.00
2025-08-02,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.002120,4.002120,,771880830.00
2025-08-03,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.167450,4.167450,,771880830.00
2025-08-04,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.245740,4.245740,,771880830.00
2025-08-05,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.175850,4.175850,,771880830.00
2025-08-06,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.232590,4.232590,,771880830.00
2025-08-07,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.919460,3.919460,,771880830.00
2025-08-08,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.832040,3.832040,,771880830.00
2025-08-09,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.014970,4.014970,,771880830.00
2025-08-10,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.976310,3.976310,,771880830.00
2025-08-11,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.191370,4.191370,,771880830.00
2025-08-12,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.877490,3.877490,,771880830.00
2025-08-13,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.505540,4.505540,,771880830.00
2025-08-14,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.371340,4.371340,,771880830.00
2025-08-15,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.357190,4.357190,,771880830.00
2025-08-16,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.455890,4.455890,,771880830.00
2025-08-17,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.480020,4.480020,,771880830.00
2025-08-18,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.730180,4.730180,,771880830.00
2025-08-19,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.558730,4.558730,,771880830.00
2025-08-20,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.609850,4.609850,,771880830.00
2025-08-21,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.655540,4.655540,,771880830.00
2025-08-22,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.882230,4.882230,,771880830.00
2025-08-23,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.628930,4.628930,,771880830.00
2025-08-24,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.757740,4.757740,,771880830.00
2025-08-25,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.503880,4.503880,,771880830.00
2025-08-26,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.381870,4.381870,,771880830.00
2025-08-27,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.260500,4.260500,,771880830.00
2025-08-28,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.119010,4.119010,,771880830.00
2025-08-29,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.001360,4.001360,,771880830.00
2025-08-30,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.033270,4.033270,,771880830.00
2025-08-31,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.008270,4.008270,,771880830.00
2025-09-01,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.082030,4.082030,,771880830.00
2025-09-02,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.060980,4.060980,,771880830.00
2025-09-03,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.189440,4.189440,,771880830.00
2025-09-04,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.387930,4.387930,,771880830.00
2025-09-05,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.307390,4.307390,,771880830.00
2025-09-06,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.325040,4.325040,,771880830.00
2025-09-07,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.301910,4.301910,,771880830.00
2025-09-08,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.407210,4.407210,,771880830.00
2025-09-09,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.681000,4.681000,,771880830.00
2025-09-10,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.822620,4.822620,,771880830.00
2025-09-11,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.722720,4.722720,,771880830.00
2025-09-12,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.773080,4.773080,,771880830.00
2025-09-13,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.376520,4.376520,,771880830.00
2025-09-14,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.384340,4.384340,,771880830.00
2025-09-15,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.580870,4.580870,,771880830.00
2025-09-16,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.559530,4.559530,,771880830.00
2025-09-17,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,5.138260,5.138260,,771880830.00
2025-09-18,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,5.139280,5.139280,,771880830.00
2025-09-19,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,5.316700,5.316700,,771880830.00
2025-09-20,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,5.140860,5.140860,,771880830.00
2025-09-21,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.929380,4.929380,,771880830.00
2025-09-22,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,5.076710,5.076710,,771880830.00
2025-09-23,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.558410,4.558410,,771880830.00
2025-09-24,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.609020,4.609020,,771880830.00
2025-09-25,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.130840,4.130840,,771880830.00
2025-09-26,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.878770,3.878770,,771880830.00
2025-09-27,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.888910,3.888910,,771880830.00
2025-09-28,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.878830,3.878830,,771880830.00
2025-09-29,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.792230,3.792230,,771880830.00
2025-09-30,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.973120,3.973120,,771880830.00
2025-10-01,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.965770,3.965770,,771880830.00
2025-10-02,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.958810,3.958810,,771880830.00
2025-10-03,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.641200,3.641200,,771880830.00
2025-10-04,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.627420,3.627420,,771880830.00
2025-10-05,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.700370,3.700370,,771880830.00
2025-10-06,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.664150,3.664150,,771880830.00
2025-10-07,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.916700,3.916700,,771880830.00
2025-10-08,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.778640,3.778640,,771880830.00
2025-10-09,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.812400,3.812400,,771880830.00
2025-10-10,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,4.128540,4.128540,,771880830.00
2025-10-11,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.638310,3.638310,,771880830.00
2025-10-12,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.603930,3.603930,,771880830.00
2025-10-13,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.698020,3.698020,,771880830.00
2025-10-14,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.640350,3.640350,,771880830.00
2025-10-15,aa70268e-4b52-42bf-a116-608b370f9501,Aave V3 / USDC supply,aave-v3,Ethereum,USDC,3.699300,3.699300,,771880830.00
